user_id,age,plan_type,account_age_days,churned,days_since_last_login,total_watch_time_30d,avg_rating,num_ratings
U2205,48,Premium,397,0,86.0,79.0,0.0,0.0
U2206,60,Basic,143,0,999.0,0.0,5.0,1.0
U2207,58,Standard,687,0,26.0,166.0,2.3333333333333335,3.0
U2208,39,Premium,512,0,60.0,86.0,5.0,1.0
U2209,41,Standard,117,0,172.0,81.0,2.0,3.0
U2210,60,Basic,357,0,70.0,45.0,2.5,4.0
U2211,23,Premium,222,0,113.0,0.0,2.0,2.0
U2212,42,Basic,15,0,82.0,53.0,3.0,2.0
U2213,38,Basic,597,0,9.0,0.0,2.0,1.0
U2214,29,Standard,182,0,47.0,0.0,3.25,4.0
U2215,50,Standard,518,0,18.0,0.0,3.0,2.0
U2216,60,Basic,640,0,125.0,114.0,3.0,3.0
U2217,22,Basic,394,0,62.0,0.0,0.0,0.0
U2218,38,Basic,172,0,2.0,0.0,2.2,5.0
U2219,54,Standard,606,0,17.0,0.0,0.0,0.0
U2220,28,Basic,464,0,85.0,86.0,2.0,1.0
U2221,23,Basic,114,0,63.0,0.0,2.0,2.0
U2222,24,Basic,707,0,108.0,14.0,4.0,2.0
U2223,45,Premium,493,0,50.0,0.0,0.0,0.0
U2224,53,Premium,257,0,50.0,9.0,2.6666666666666665,3.0
U2225,58,Standard,691,0,4.0,0.0,3.5,2.0
U2226,59,Premium,135,0,93.0,0.0,0.0,0.0
U2227,34,Standard,403,0,17.0,0.0,3.3333333333333335,3.0
U2228,19,Premium,536,1,6.0,14.0,2.0,1.0
U2229,19,Premium,527,0,9.0,58.0,5.0,1.0
U2230,38,Basic,271,0,128.0,33.0,3.0,1.0
U2231,35,Basic,499,0,1.0,0.0,4.0,2.0
U2232,47,Premium,112,0,1.0,0.0,0.0,0.0
U2233,46,Standard,300,0,154.0,0.0,3.0,2.0
U2234,47,Premium,410,0,115.0,0.0,1.5,2.0
U2235,31,Basic,205,0,49.0,0.0,3.5,2.0
U2236,53,Premium,588,0,104.0,0.0,4.0,2.0
U2237,36,Basic,408,0,72.0,0.0,1.0,1.0
U2238,46,Premium,86,0,79.0,0.0,3.0,1.0
U2239,40,Standard,562,0,3.0,69.0,1.0,1.0
U2240,59,Premium,509,1,2.0,108.0,0.0,0.0
U2241,60,Basic,493,0,0.0,0.0,1.0,1.0
U2242,37,Basic,47,0,8.0,0.0,0.0,0.0
U2243,53,Standard,127,0,999.0,147.0,1.5,2.0
U2244,54,Basic,187,1,31.0,96.0,2.2,5.0
U2245,42,Basic,458,0,22.0,56.0,3.3333333333333335,3.0
U2246,19,Standard,105,0,35.0,0.0,2.0,1.0
U2247,37,Standard,726,0,122.0,17.0,5.0,1.0
U2248,19,Standard,122,0,53.0,0.0,3.0,3.0
U2249,39,Premium,253,1,145.0,0.0,0.0,0.0
U2250,36,Standard,625,0,52.0,0.0,4.0,2.0
U2251,53,Basic,708,0,153.0,0.0,3.0,4.0
U2252,41,Premium,60,0,999.0,0.0,0.0,0.0
U2253,23,Basic,713,0,85.0,0.0,1.5,2.0
U2254,56,Basic,591,0,78.0,0.0,3.0,4.0
U2255,29,Standard,566,0,92.0,0.0,3.0,1.0
U2256,26,Basic,270,0,22.0,0.0,4.0,3.0
U2257,38,Basic,591,0,999.0,0.0,4.5,2.0
U2258,30,Premium,52,0,11.0,55.0,2.5,2.0
U2259,38,Basic,606,1,1.0,7.0,0.0,0.0
U2260,44,Standard,727,0,150.0,0.0,2.5,2.0
U2261,55,Premium,541,1,25.0,0.0,3.0,2.0
U2262,55,Basic,168,0,94.0,43.0,3.4,5.0
U2263,36,Premium,204,0,20.0,27.0,1.5,2.0
U2264,33,Basic,200,0,43.0,54.0,5.0,1.0
U2265,30,Premium,74,0,10.0,0.0,3.0,1.0
U2266,32,Premium,295,1,56.0,37.0,1.6666666666666667,3.0
U2267,30,Basic,28,0,96.0,86.0,1.0,1.0
U2268,26,Basic,124,0,999.0,0.0,0.0,0.0
U2269,26,Standard,322,0,79.0,0.0,3.0,3.0
U2270,24,Premium,49,0,161.0,48.0,2.5,2.0
U2271,28,Basic,647,1,14.0,0.0,4.5,2.0
U2272,33,Standard,593,1,33.0,83.0,4.0,2.0
U2273,46,Premium,690,0,58.0,0.0,2.0,1.0
U2274,55,Basic,145,0,1.0,0.0,3.5,2.0
U2275,26,Standard,708,0,43.0,0.0,0.0,0.0
U2276,42,Standard,270,0,24.0,68.0,2.3333333333333335,3.0
U2277,55,Basic,10,0,102.0,84.0,0.0,0.0
U2278,52,Premium,188,0,59.0,15.0,0.0,0.0
U2279,24,Basic,723,0,104.0,0.0,2.8,5.0
U2280,52,Standard,186,0,136.0,0.0,2.6666666666666665,3.0
U2281,37,Standard,595,0,24.0,53.0,0.0,0.0
U2282,47,Standard,648,0,27.0,59.0,0.0,0.0
U2283,41,Standard,636,1,22.0,141.0,3.6666666666666665,3.0
U2284,46,Premium,546,0,20.0,0.0,3.5,2.0
U2285,53,Basic,414,0,51.0,37.0,5.0,1.0
U2286,39,Standard,317,0,999.0,0.0,3.5,2.0
U2287,53,Premium,3,1,150.0,8.0,1.0,1.0
U2288,35,Premium,700,0,149.0,81.0,1.0,1.0
U2289,30,Premium,57,0,106.0,83.0,2.3333333333333335,3.0
U2290,58,Premium,468,0,39.0,75.0,2.0,1.0
U2291,53,Standard,248,0,68.0,0.0,4.333333333333333,3.0
U2292,22,Premium,269,0,13.0,0.0,2.0,1.0
U2293,43,Standard,514,0,22.0,0.0,1.0,1.0
U2294,19,Premium,333,0,27.0,39.0,2.0,1.0
U2295,18,Premium,405,0,81.0,0.0,5.0,2.0
U2296,54,Basic,157,0,30.0,0.0,2.75,4.0
U2297,19,Standard,334,1,14.0,0.0,2.5,2.0
U2298,20,Standard,182,0,999.0,74.0,3.0,1.0
U2299,41,Basic,491,0,9.0,19.0,0.0,0.0
U2300,52,Basic,462,1,59.0,29.0,3.75,4.0
U2301,36,Standard,603,1,38.0,0.0,2.8,5.0
U2302,37,Premium,694,0,999.0,164.0,0.0,0.0
U2303,60,Standard,51,0,57.0,28.0,2.5,2.0
U2304,33,Standard,663,0,11.0,0.0,3.5,2.0
U2305,36,Basic,462,1,33.0,0.0,2.6666666666666665,3.0
U2306,26,Standard,509,0,84.0,102.0,4.0,2.0
U2307,26,Premium,678,0,5.0,0.0,4.0,3.0
U2308,28,Premium,215,1,104.0,0.0,2.0,1.0
U2309,18,Standard,284,0,36.0,0.0,0.0,0.0
U2310,51,Premium,251,0,2.0,114.0,0.0,0.0
U2311,56,Standard,444,0,98.0,0.0,3.0,1.0
U2312,32,Basic,42,0,19.0,105.0,1.3333333333333333,3.0
U2313,58,Premium,285,0,90.0,0.0,4.0,2.0
U2314,22,Premium,315,1,9.0,0.0,2.25,4.0
U2315,34,Premium,430,1,28.0,60.0,2.0,1.0
U2316,38,Basic,562,0,38.0,0.0,0.0,0.0
U2317,29,Premium,306,0,52.0,0.0,1.0,2.0
U2318,32,Basic,217,0,133.0,0.0,2.0,1.0
U2319,18,Basic,720,0,82.0,0.0,3.0,1.0
U2320,34,Basic,398,0,14.0,0.0,4.0,1.0
U2321,31,Standard,24,0,142.0,110.0,3.75,4.0
U2322,28,Basic,375,0,11.0,0.0,2.0,2.0
U2323,26,Basic,452,1,23.0,0.0,0.0,0.0
U2324,28,Standard,102,0,21.0,96.0,0.0,0.0
U2325,58,Standard,80,0,110.0,42.0,2.0,1.0
U2326,23,Basic,550,0,87.0,184.0,2.5,2.0
U2327,22,Standard,441,0,22.0,0.0,1.0,1.0
U2328,52,Premium,600,0,132.0,0.0,2.0,1.0
U2329,39,Standard,707,0,21.0,0.0,0.0,0.0
U2330,26,Standard,182,0,999.0,84.0,2.857142857142857,7.0
U2331,36,Standard,542,0,22.0,0.0,0.0,0.0
U2332,47,Basic,620,0,20.0,0.0,4.0,2.0
U2333,19,Basic,473,0,3.0,0.0,3.3333333333333335,3.0
U2334,55,Basic,340,1,999.0,0.0,3.3333333333333335,3.0
U2335,33,Basic,147,0,148.0,7.0,0.0,0.0
U2336,19,Basic,465,0,164.0,69.0,3.0,1.0
U2337,39,Standard,175,0,0.0,0.0,2.3333333333333335,3.0
U2338,43,Basic,648,0,22.0,0.0,0.0,0.0
U2339,55,Standard,647,0,999.0,0.0,2.5,4.0
U2340,25,Premium,27,0,999.0,87.0,2.0,2.0
U2341,52,Standard,295,0,174.0,71.0,1.0,2.0
U2342,53,Premium,353,0,92.0,47.0,0.0,0.0
U2343,29,Standard,477,1,20.0,0.0,2.3333333333333335,3.0
U2344,19,Premium,37,1,55.0,0.0,3.75,4.0
U2345,44,Premium,147,0,13.0,0.0,1.0,2.0
U2346,34,Basic,119,1,1.0,0.0,4.0,1.0
U2347,39,Standard,287,0,23.0,0.0,2.0,2.0
U2348,59,Standard,371,0,28.0,190.0,1.0,1.0
U2349,25,Premium,197,1,95.0,0.0,2.0,1.0
U2350,19,Standard,323,0,38.0,193.0,2.0,1.0
U2351,30,Standard,569,0,45.0,0.0,0.0,0.0
U2352,37,Premium,245,0,43.0,0.0,4.0,1.0
U2353,49,Basic,16,0,999.0,0.0,3.6666666666666665,3.0
U2354,56,Standard,537,0,90.0,84.0,3.3333333333333335,3.0
U2355,20,Premium,295,0,21.0,42.0,2.0,2.0
U2356,54,Standard,621,0,45.0,0.0,1.25,4.0
U2357,41,Basic,293,0,31.0,0.0,2.0,2.0
U2358,40,Standard,7,0,60.0,0.0,0.0,0.0
U2359,20,Basic,1,1,72.0,0.0,2.0,2.0
U2360,30,Standard,435,0,999.0,0.0,3.0,1.0
U2361,53,Standard,452,0,90.0,0.0,0.0,0.0
U2362,44,Premium,565,0,62.0,39.0,3.5,2.0
U2363,27,Standard,474,0,56.0,86.0,0.0,0.0
U2364,55,Basic,315,0,999.0,113.0,5.0,1.0
U2365,59,Basic,528,0,25.0,0.0,2.0,1.0
U2366,57,Basic,588,0,38.0,0.0,0.0,0.0
U2367,32,Premium,489,0,9.0,0.0,2.0,1.0
U2368,32,Standard,210,0,999.0,61.0,3.0,3.0
U2369,22,Basic,124,0,999.0,0.0,5.0,1.0
U2370,19,Standard,589,0,84.0,137.0,4.5,2.0
U2371,25,Premium,366,1,32.0,23.0,5.0,1.0
U2372,33,Standard,297,0,161.0,89.0,0.0,0.0
U2373,59,Standard,407,0,128.0,103.0,0.0,0.0
U2374,47,Basic,4,0,83.0,0.0,3.0,1.0
U2375,25,Premium,270,0,22.0,63.0,3.5,2.0
U2376,20,Standard,338,0,44.0,77.0,2.5,2.0
U2377,55,Standard,515,0,125.0,0.0,2.3333333333333335,3.0
U2378,32,Standard,550,0,999.0,0.0,0.0,0.0
U2379,48,Basic,274,0,40.0,94.0,3.0,3.0
U2380,52,Premium,197,0,31.0,0.0,5.0,1.0
U2381,44,Basic,41,0,14.0,85.0,3.0,1.0
U2382,49,Standard,573,0,19.0,5.0,4.0,1.0
U2383,24,Basic,661,0,27.0,0.0,4.5,2.0
U2384,19,Premium,225,0,66.0,18.0,0.0,0.0
U2385,34,Standard,648,0,27.0,106.0,0.0,0.0
U2386,57,Premium,337,0,999.0,89.0,3.0,1.0
U2387,47,Premium,670,0,27.0,33.0,1.0,2.0
U2388,23,Standard,436,0,39.0,55.0,1.0,1.0
U2389,29,Standard,717,0,127.0,99.0,2.0,1.0
U2390,20,Standard,68,0,999.0,0.0,2.5,2.0
U2391,50,Standard,389,1,25.0,0.0,3.3333333333333335,3.0
U2392,59,Basic,669,0,9.0,52.0,3.3333333333333335,3.0
U2393,26,Premium,106,1,31.0,0.0,3.5,2.0
U2394,59,Premium,567,0,92.0,0.0,1.5,2.0
U2395,22,Premium,658,0,30.0,0.0,0.0,0.0
U2396,60,Standard,141,0,999.0,16.0,0.0,0.0
U2397,46,Premium,86,0,50.0,0.0,3.0,1.0
U2398,32,Standard,658,0,85.0,0.0,4.0,2.0
U2399,34,Premium,671,0,69.0,22.0,2.0,3.0
U2400,35,Premium,723,0,63.0,0.0,3.6666666666666665,3.0
U2401,29,Premium,633,0,61.0,26.0,0.0,0.0
U2402,27,Standard,175,0,84.0,0.0,0.0,0.0
U2403,20,Standard,64,0,22.0,33.0,3.0,1.0
U2404,24,Basic,510,0,171.0,0.0,2.5,2.0
U2405,28,Standard,29,1,58.0,0.0,3.6666666666666665,3.0
U2406,28,Premium,197,0,33.0,0.0,4.0,2.0
U2407,48,Standard,700,0,19.0,0.0,0.0,0.0
U2408,46,Basic,468,0,6.0,120.0,4.666666666666667,3.0
U2409,58,Premium,221,0,76.0,0.0,4.0,1.0
U2410,50,Premium,648,0,142.0,78.0,3.0,2.0
U2411,43,Premium,193,0,22.0,39.0,5.0,1.0
U2412,50,Premium,86,0,135.0,0.0,2.0,1.0
U2413,58,Standard,663,0,999.0,0.0,3.0,2.0
U2414,46,Basic,33,0,24.0,0.0,5.0,1.0
U2415,56,Standard,579,0,67.0,0.0,3.3333333333333335,3.0
U2416,36,Basic,304,1,173.0,0.0,0.0,0.0
U2417,21,Standard,399,0,999.0,0.0,3.5,2.0
U2418,45,Basic,111,1,166.0,74.0,0.0,0.0
U2419,18,Standard,454,0,26.0,0.0,3.5,2.0
U2420,50,Premium,140,0,96.0,106.0,3.0,2.0
U2421,27,Premium,726,0,15.0,0.0,2.6666666666666665,3.0
U2422,38,Basic,58,0,33.0,176.0,1.5,2.0
U2423,44,Premium,248,1,19.0,157.0,2.0,4.0
U2424,37,Standard,463,0,76.0,0.0,3.6666666666666665,3.0
U2425,33,Basic,447,0,18.0,0.0,4.666666666666667,3.0
U2426,36,Basic,169,1,42.0,0.0,5.0,1.0
U2427,55,Basic,157,0,1.0,17.0,5.0,1.0
U2428,34,Basic,165,0,97.0,0.0,2.75,4.0
U2429,52,Basic,81,0,12.0,0.0,2.0,1.0
U2430,38,Standard,238,0,25.0,132.0,2.0,1.0
U2431,21,Standard,417,0,60.0,0.0,2.0,2.0
U2432,21,Standard,233,0,33.0,15.0,3.0,1.0
U2433,51,Standard,463,0,156.0,56.0,2.6666666666666665,3.0
U2434,35,Premium,164,0,26.0,0.0,3.0,2.0
U2435,26,Standard,199,1,16.0,0.0,3.0,4.0
U2436,57,Basic,441,0,0.0,97.0,3.0,1.0
U2437,49,Standard,162,0,57.0,0.0,2.3333333333333335,3.0
U2438,57,Basic,15,0,24.0,43.0,0.0,0.0
U2439,54,Premium,413,0,41.0,0.0,0.0,0.0
U2440,18,Basic,632,0,73.0,81.0,2.6,5.0
U2441,48,Premium,502,0,3.0,0.0,2.0,2.0
U2442,36,Basic,206,0,176.0,109.0,2.0,1.0
U2443,21,Standard,438,0,135.0,26.0,2.0,2.0
U2444,25,Basic,581,0,58.0,0.0,5.0,1.0
U2445,39,Premium,22,0,21.0,0.0,1.0,1.0
U2446,18,Standard,590,0,999.0,0.0,1.5,2.0
U2447,28,Standard,474,1,130.0,10.0,0.0,0.0
U2448,50,Premium,174,0,17.0,0.0,2.0,2.0
U2449,30,Standard,77,0,26.0,146.0,4.0,2.0
U2450,24,Basic,13,0,999.0,0.0,2.5,2.0
U2451,26,Premium,502,0,999.0,0.0,5.0,1.0
U2452,36,Premium,94,1,19.0,106.0,2.5,2.0
U2453,39,Premium,483,0,999.0,0.0,0.0,0.0
U2454,47,Basic,83,0,83.0,0.0,1.0,1.0
U2455,25,Basic,496,0,66.0,186.0,4.333333333333333,3.0
U2456,56,Basic,108,0,67.0,0.0,2.0,1.0
U2457,48,Standard,125,0,109.0,120.0,3.0,3.0
U2458,37,Premium,408,0,165.0,0.0,3.0,2.0
U2459,26,Standard,151,0,70.0,0.0,1.0,1.0
U2460,32,Basic,167,0,56.0,169.0,3.3333333333333335,3.0
U2461,58,Standard,457,0,11.0,122.0,4.5,2.0
U2462,50,Premium,45,0,43.0,0.0,4.0,1.0
U2463,45,Standard,88,0,74.0,0.0,0.0,0.0
U2464,20,Premium,415,0,59.0,24.0,2.3333333333333335,3.0
U2465,44,Premium,498,0,56.0,0.0,4.0,2.0
U2466,32,Standard,552,0,10.0,43.0,2.6666666666666665,3.0
U2467,49,Premium,513,0,136.0,0.0,3.0,2.0
U2468,21,Premium,293,1,132.0,0.0,4.0,2.0
U2469,53,Standard,659,0,68.0,0.0,4.5,2.0
U2470,53,Basic,178,0,130.0,0.0,3.0,2.0
U2471,53,Premium,261,0,999.0,0.0,1.6666666666666667,3.0
U2472,30,Standard,345,0,85.0,0.0,0.0,0.0
U2473,19,Premium,66,0,31.0,11.0,0.0,0.0
U2474,31,Basic,546,0,12.0,58.0,4.0,2.0
U2475,26,Standard,59,0,21.0,119.0,2.0,2.0
U2476,35,Basic,63,1,87.0,114.0,5.0,2.0
U2477,35,Premium,363,0,81.0,65.0,3.0,3.0
U2478,20,Basic,322,0,54.0,79.0,1.6666666666666667,3.0
U2479,25,Premium,605,1,165.0,100.0,3.75,4.0
U2480,18,Premium,246,1,4.0,103.0,2.0,2.0
U2481,33,Basic,719,0,146.0,38.0,1.6666666666666667,3.0
U2482,18,Standard,693,0,30.0,0.0,1.5,2.0
U2483,22,Standard,465,1,180.0,0.0,3.0,1.0
U2484,24,Standard,157,0,25.0,0.0,0.0,0.0
U2485,55,Basic,196,0,44.0,88.0,4.0,1.0
U2486,40,Standard,95,0,999.0,63.0,4.0,2.0
U2487,47,Basic,456,0,48.0,0.0,0.0,0.0
U2488,46,Premium,233,0,999.0,65.0,1.0,1.0
U2489,48,Premium,465,0,999.0,0.0,1.0,1.0
U2490,20,Standard,628,0,20.0,71.0,1.0,1.0
U2491,39,Standard,409,0,7.0,70.0,2.6666666666666665,6.0
U2492,57,Premium,384,1,35.0,0.0,4.0,2.0
U2493,29,Standard,574,0,96.0,67.0,2.8,5.0
U2494,59,Basic,436,0,14.0,0.0,5.0,3.0
U2495,40,Premium,638,0,102.0,16.0,1.0,1.0
U2496,19,Basic,479,1,25.0,0.0,4.0,1.0
U2497,56,Standard,331,0,65.0,114.0,4.0,1.0
U2498,33,Basic,710,0,24.0,0.0,3.0,1.0
U2499,49,Standard,324,0,120.0,0.0,4.0,1.0
U2500,56,Basic,406,0,20.0,0.0,2.0,1.0
U2501,36,Basic,406,0,999.0,0.0,3.5,2.0
U2502,55,Basic,510,0,999.0,80.0,1.0,1.0
U2503,21,Basic,624,0,10.0,0.0,2.0,2.0
U2504,18,Basic,252,1,97.0,0.0,3.6666666666666665,3.0
U2505,29,Standard,697,1,61.0,0.0,4.0,1.0
U2506,43,Premium,701,0,11.0,0.0,0.0,0.0
U2507,30,Premium,79,0,80.0,0.0,3.0,2.0
U2508,40,Premium,526,0,150.0,0.0,5.0,1.0
U2509,43,Premium,222,0,99.0,0.0,3.3333333333333335,3.0
U2510,43,Basic,292,1,13.0,0.0,3.0,2.0
U2511,36,Standard,693,0,147.0,0.0,2.0,2.0
U2512,48,Basic,350,0,105.0,0.0,5.0,1.0
U2513,56,Basic,582,0,64.0,0.0,0.0,0.0
U2514,22,Basic,436,0,121.0,0.0,5.0,1.0
U2515,56,Standard,27,1,16.0,0.0,4.0,1.0
U2516,24,Premium,544,0,57.0,0.0,0.0,0.0
U2517,18,Standard,483,0,50.0,16.0,5.0,1.0
U2518,50,Standard,592,0,30.0,65.0,0.0,0.0
U2519,35,Standard,654,0,25.0,0.0,3.25,4.0
U2520,45,Basic,632,0,18.0,79.0,2.6666666666666665,6.0
U2521,18,Premium,619,0,999.0,113.0,2.6666666666666665,3.0
U2522,52,Standard,135,0,30.0,0.0,3.25,4.0
U2523,26,Basic,665,0,36.0,0.0,2.0,1.0
U2524,47,Standard,162,0,22.0,63.0,2.5,2.0
U2525,48,Premium,167,0,47.0,113.0,4.0,2.0
U2526,44,Basic,92,0,54.0,0.0,5.0,1.0
U2527,18,Basic,231,0,52.0,0.0,3.0,3.0
U2528,46,Basic,256,0,89.0,0.0,0.0,0.0
U2529,39,Standard,645,0,82.0,0.0,0.0,0.0
U2530,46,Basic,357,0,999.0,69.0,2.0,1.0
U2531,40,Basic,658,0,28.0,57.0,5.0,1.0
U2532,52,Premium,147,0,999.0,69.0,3.0,1.0
U2533,29,Premium,577,1,32.0,114.0,2.0,2.0
U2534,36,Premium,703,0,87.0,0.0,2.25,4.0
U2535,53,Premium,426,1,36.0,64.0,2.5,4.0
U2536,58,Basic,671,0,16.0,0.0,3.5,2.0
U2537,23,Standard,311,1,41.0,0.0,2.0,3.0
U2538,57,Basic,121,0,102.0,0.0,2.0,2.0
U2539,33,Basic,415,0,120.0,111.0,2.5,2.0
U2540,25,Basic,236,0,15.0,0.0,2.0,1.0
U2541,34,Standard,727,0,96.0,75.0,4.0,1.0
U2542,22,Standard,591,1,10.0,0.0,3.3333333333333335,3.0
U2543,48,Basic,698,1,108.0,0.0,4.0,1.0
U2544,56,Standard,437,0,179.0,105.0,2.3333333333333335,3.0
U2545,57,Premium,618,1,108.0,7.0,5.0,1.0
U2546,50,Standard,588,1,10.0,0.0,2.5,2.0
U2547,27,Basic,246,0,66.0,0.0,2.0,1.0
U2548,44,Basic,602,0,25.0,38.0,5.0,1.0
U2549,56,Basic,219,0,73.0,48.0,3.0,2.0
U2550,19,Premium,107,0,179.0,0.0,3.3333333333333335,3.0
U2551,60,Standard,148,1,84.0,0.0,3.5,2.0
U2552,58,Basic,622,0,24.0,78.0,3.0,2.0
U2553,25,Premium,597,1,56.0,31.0,4.0,3.0
U2554,49,Basic,193,0,1.0,0.0,3.6666666666666665,3.0
U2555,44,Standard,92,0,13.0,31.0,3.0,2.0
U2556,36,Premium,314,0,37.0,82.0,2.6666666666666665,3.0
U2557,42,Basic,175,0,79.0,8.0,5.0,1.0
U2558,29,Basic,235,0,20.0,99.0,2.0,2.0
U2559,31,Basic,47,0,43.0,0.0,2.3333333333333335,3.0
U2560,18,Premium,583,0,63.0,106.0,3.0,3.0
U2561,48,Premium,231,0,3.0,117.0,2.0,1.0
U2562,36,Basic,243,0,10.0,0.0,3.5,2.0
U2563,35,Standard,472,0,4.0,0.0,0.0,0.0
U2564,30,Premium,54,0,66.0,82.0,5.0,2.0
U2565,54,Basic,391,0,25.0,140.0,1.0,1.0
U2566,19,Premium,6,0,37.0,0.0,3.0,2.0
U2567,43,Standard,155,0,43.0,0.0,3.0,1.0
U2568,29,Basic,529,0,178.0,0.0,3.0,1.0
U2569,47,Standard,615,1,999.0,47.0,2.6666666666666665,6.0
U2570,42,Basic,392,0,71.0,59.0,3.0,1.0
U2571,26,Premium,241,0,53.0,6.0,0.0,0.0
U2572,52,Standard,60,0,151.0,201.0,3.0,3.0
U2573,50,Premium,243,0,3.0,115.0,1.0,1.0
U2574,30,Standard,15,0,51.0,68.0,3.0,1.0
U2575,49,Standard,691,0,60.0,0.0,4.5,2.0
U2576,36,Premium,539,0,3.0,0.0,4.0,1.0
U2577,18,Basic,286,0,18.0,0.0,1.6666666666666667,3.0
U2578,43,Premium,300,0,20.0,60.0,4.0,1.0
U2579,43,Basic,497,0,4.0,0.0,0.0,0.0
U2580,30,Basic,222,0,127.0,37.0,1.0,1.0
U2581,55,Premium,299,0,6.0,0.0,3.0,3.0
U2582,56,Basic,463,0,3.0,0.0,5.0,1.0
U2583,32,Premium,432,0,999.0,107.0,1.6666666666666667,3.0
U2584,52,Premium,585,1,35.0,112.0,1.6666666666666667,3.0
U2585,55,Standard,716,0,86.0,153.0,5.0,1.0
U2586,35,Premium,56,0,182.0,119.0,2.5,2.0
U2587,38,Basic,138,0,49.0,0.0,0.0,0.0
U2588,54,Basic,320,0,999.0,0.0,1.0,1.0
U2589,33,Standard,692,0,999.0,98.0,0.0,0.0
U2590,55,Premium,552,0,2.0,0.0,4.25,4.0
U2591,50,Basic,311,0,70.0,0.0,3.5,4.0
U2592,37,Standard,68,0,999.0,0.0,3.3333333333333335,3.0
U2593,52,Standard,702,0,11.0,166.0,1.0,1.0
U2594,24,Standard,703,0,7.0,35.0,5.0,1.0
U2595,51,Basic,254,0,27.0,118.0,0.0,0.0
U2596,31,Premium,605,0,99.0,0.0,2.5,2.0
U2597,44,Standard,417,0,29.0,0.0,2.5,2.0
U2598,19,Standard,103,1,999.0,86.0,1.0,1.0
U2599,42,Standard,478,0,139.0,0.0,4.0,4.0
U2600,42,Premium,457,0,114.0,0.0,3.5,2.0
U2601,20,Basic,667,0,3.0,0.0,1.5,2.0
U2602,34,Premium,219,0,101.0,11.0,3.0,4.0
U2603,50,Basic,672,0,46.0,0.0,4.0,2.0
U2604,44,Premium,201,0,55.0,0.0,4.0,1.0
U2605,50,Standard,602,0,113.0,6.0,3.0,4.0
U2606,47,Standard,288,0,25.0,0.0,2.0,2.0
U2607,54,Basic,465,1,41.0,0.0,2.2,5.0
U2608,27,Basic,256,0,125.0,0.0,5.0,1.0
U2609,27,Basic,711,0,18.0,0.0,3.0,2.0
U2610,45,Standard,297,0,82.0,0.0,5.0,1.0
U2611,37,Basic,297,0,78.0,85.0,5.0,2.0
U2612,45,Premium,544,0,25.0,0.0,2.25,4.0
U2613,43,Standard,103,1,29.0,51.0,3.0,1.0
U2614,37,Premium,492,0,171.0,92.0,3.0,1.0
U2615,25,Standard,18,0,999.0,36.0,4.333333333333333,3.0
U2616,21,Premium,441,0,163.0,10.0,2.6666666666666665,3.0
U2617,41,Standard,52,0,0.0,0.0,0.0,0.0
U2618,42,Premium,671,0,15.0,0.0,0.0,0.0
U2619,43,Standard,571,0,54.0,55.0,4.0,1.0
U2620,58,Standard,291,0,999.0,0.0,5.0,2.0
U2621,21,Basic,79,0,73.0,0.0,3.0,2.0
U2622,49,Basic,338,0,38.0,0.0,4.0,5.0
U2623,18,Basic,698,0,17.0,0.0,3.5,2.0
U2624,31,Premium,399,0,46.0,0.0,2.0,3.0
U2625,56,Basic,310,0,999.0,42.0,0.0,0.0
U2626,34,Premium,144,0,110.0,0.0,1.0,1.0
U2627,39,Basic,295,0,36.0,87.0,3.0,1.0
U2628,36,Standard,352,0,19.0,22.0,2.5,2.0
U2629,34,Premium,421,0,84.0,0.0,3.6666666666666665,3.0
U2630,49,Standard,432,0,999.0,0.0,2.0,2.0
U2631,57,Basic,569,0,82.0,0.0,4.5,2.0
U2632,57,Basic,480,0,999.0,0.0,0.0,0.0
U2633,34,Standard,610,0,14.0,0.0,3.3333333333333335,3.0
U2634,31,Premium,16,0,999.0,39.0,0.0,0.0
U2635,23,Premium,355,0,16.0,0.0,0.0,0.0
U2636,60,Standard,285,1,2.0,14.0,2.75,4.0
U2637,57,Basic,389,0,68.0,0.0,4.0,1.0
U2638,22,Standard,210,0,27.0,86.0,2.3333333333333335,3.0
U2639,48,Basic,592,0,104.0,214.0,4.5,2.0
U2640,48,Premium,279,0,92.0,0.0,2.25,4.0
U2641,55,Basic,355,0,61.0,0.0,3.0,1.0
U2642,47,Basic,448,0,92.0,0.0,2.0,1.0
U2643,19,Premium,571,0,68.0,0.0,2.3333333333333335,3.0
U2644,42,Premium,55,0,999.0,122.0,3.5,2.0
U2645,23,Premium,674,0,46.0,0.0,0.0,0.0
U2646,45,Standard,388,0,71.0,112.0,4.5,2.0
U2647,52,Premium,22,0,157.0,39.0,3.5,2.0
U2648,54,Basic,458,0,17.0,43.0,1.0,1.0
U2649,49,Standard,663,0,7.0,0.0,4.0,1.0
U2650,40,Standard,527,0,22.0,15.0,5.0,2.0
U2651,54,Premium,154,1,19.0,0.0,1.0,2.0
U2652,37,Standard,85,0,89.0,0.0,3.6666666666666665,3.0
U2653,30,Basic,19,0,999.0,0.0,0.0,0.0
U2654,26,Premium,351,0,2.0,0.0,4.0,1.0
U2655,33,Basic,726,0,5.0,54.0,3.0,1.0
U2656,47,Standard,607,0,999.0,0.0,3.0,3.0
U2657,29,Standard,699,0,999.0,0.0,3.0,1.0
U2658,55,Basic,658,0,47.0,178.0,2.0,1.0
U2659,37,Basic,536,0,45.0,0.0,0.0,0.0
