rating_id,user_id,show_id,rating
R1152,U5430,S35,4
R1153,U4713,S16,4
R1154,U3024,S36,1
R1155,U4903,S27,4
R1156,U2509,S12,4
R1157,U3240,S26,4
R1158,U1399,S9,2
R1159,U1574,S30,2
R1160,U2148,S20,5
R1161,U5133,S32,4
R1162,U4165,S34,2
R1163,U5941,S33,2
R1164,U2730,S24,4
R1165,U1136,S29,1
R1166,U5281,S8,2
R1167,U4052,S13,2
R1168,U3686,S4,2
R1169,U2520,S13,2
R1170,U1511,S30,3
R1171,U1803,S10,1
R1172,U4064,S2,2
R1173,U1965,S34,4
R1174,U2544,S11,2
R1175,U3995,S36,2
R1176,U1893,S4,1
R1177,U3922,S18,5
R1178,U1021,S35,1
R1179,U2173,S25,3
R1180,U1332,S11,4
R1181,U4008,S20,3
R1182,U5709,S10,4
R1183,U5437,S32,3
R1184,U2954,S13,1
R1185,U3563,S21,1
R1186,U3857,S13,3
R1187,U5560,S6,5
R1188,U1443,S24,1
R1189,U3521,S30,4
R1190,U1154,S18,4
R1191,U4328,S25,5
R1192,U2856,S28,1
R1193,U3394,S9,2
R1194,U2210,S11,2
R1195,U1366,S3,5
R1196,U1572,S19,2
R1197,U2330,S13,2
R1198,U2428,S3,2
R1199,U5049,S36,3
R1200,U2640,S12,4
R1201,U3203,S12,2
R1202,U1556,S24,5
R1203,U1265,S23,4
R1204,U2527,S13,1
R1205,U1873,S17,1
R1206,U3272,S9,5
R1207,U4837,S6,1
R1208,U3327,S28,4
R1209,U2871,S22,4
R1210,U2864,S36,2
R1211,U4987,S5,5
R1212,U5862,S26,3
R1213,U4441,S27,2
R1214,U4671,S9,1
R1215,U4861,S35,5
R1216,U1428,S1,2
R1217,U5046,S19,3
R1218,U3620,S31,2
R1219,U2408,S31,5
R1220,U1953,S15,4
R1221,U2303,S13,3
R1222,U2449,S27,3
R1223,U2279,S16,5
R1224,U1408,S22,2
R1225,U3775,S19,3
R1226,U3104,S33,3
R1227,U5779,S35,2
R1228,U4448,S4,2
R1229,U1273,S25,2
R1230,U1943,S11,3
R1231,U1575,S21,3
R1232,U1644,S31,2
R1233,U4431,S7,3
R1234,U4299,S21,5
R1235,U5342,S10,3
R1236,U1377,S11,3
R1237,U2951,S13,4
R1238,U3973,S2,5
R1239,U4459,S4,3
R1240,U1476,S14,1
R1241,U4964,S12,5
R1242,U3000,S19,1
R1243,U5478,S17,4
R1244,U3222,S32,2
R1245,U5623,S9,1
R1246,U5210,S20,5
R1247,U4622,S7,3
R1248,U5306,S28,2
R1249,U1691,S12,1
R1250,U5556,S35,1
R1251,U2317,S30,1
R1252,U1821,S28,4
R1253,U1963,S18,1
R1254,U1295,S23,2
R1255,U1622,S33,5
R1256,U2379,S4,2
R1257,U2715,S26,5
R1258,U1481,S6,2
R1259,U5307,S25,2
R1260,U1961,S10,4
R1261,U4250,S33,1
R1262,U5256,S24,4
R1263,U2951,S27,4
R1264,U4594,S10,5
R1265,U2867,S31,1
R1266,U1216,S12,5
R1267,U4598,S29,1
R1268,U3936,S33,3
R1269,U2624,S22,2
R1270,U4036,S4,3
R1271,U5459,S36,1
R1272,U1882,S27,5
R1273,U2423,S9,3
R1274,U3250,S10,1
R1275,U4357,S19,1
R1276,U4760,S3,4
R1277,U5015,S4,2
R1278,U1036,S1,1
R1279,U5483,S8,4
R1280,U4286,S21,1
R1281,U3737,S22,2
R1282,U1186,S21,1
R1283,U1984,S1,4
R1284,U1365,S13,3
R1285,U1209,S14,1
R1286,U3418,S18,2
R1287,U4339,S29,3
R1288,U5673,S13,3
R1289,U2899,S29,1
R1290,U5484,S36,4
R1291,U1936,S25,3
R1292,U1371,S1,3
R1293,U2456,S12,2
R1294,U2810,S28,5
R1295,U1425,S13,4
R1296,U2026,S8,4
R1297,U3850,S11,5
R1298,U3722,S28,3
R1299,U4921,S31,1
R1300,U4785,S26,1
R1301,U3914,S11,3
R1302,U3168,S11,1
R1303,U4968,S35,5
R1304,U3846,S28,2
R1305,U5875,S22,1
R1306,U2454,S16,1
R1307,U4345,S19,4
R1308,U1533,S3,5
R1309,U3213,S17,1
R1310,U4038,S7,2
R1311,U5043,S27,5
R1312,U3133,S19,5
R1313,U3859,S15,1
R1314,U5584,S21,4
R1315,U3284,S30,5
R1316,U5883,S16,1
R1317,U5206,S36,2
R1318,U5701,S18,1
R1319,U1511,S6,1
R1320,U1490,S32,1
R1321,U1303,S27,3
R1322,U4921,S32,5
R1323,U3484,S34,1
R1324,U4492,S26,4
R1325,U3385,S21,3
R1326,U2375,S30,4
R1327,U3047,S3,4
R1328,U3017,S33,1
R1329,U2251,S22,3
R1330,U4516,S23,5
R1331,U4833,S3,4
R1332,U1084,S25,4
R1333,U4968,S27,3
R1334,U5758,S25,4
R1335,U4638,S34,1
R1336,U1016,S5,3
R1337,U1225,S29,5
R1338,U5006,S33,5
R1339,U5803,S11,2
R1340,U3929,S6,2
R1341,U2110,S36,5
R1342,U2334,S35,4
R1343,U5382,S33,2
R1344,U1495,S6,5
R1345,U4361,S12,2
R1346,U4235,S18,3
R1347,U2052,S10,2
R1348,U5717,S31,1
R1349,U5750,S25,4
R1350,U3844,S23,4
R1351,U3266,S36,3
R1352,U2520,S26,2
R1353,U4564,S4,4
R1354,U1794,S35,4
R1355,U5186,S3,1
R1356,U2360,S20,3
R1357,U3146,S6,5
R1358,U2256,S25,5
R1359,U4644,S1,1
R1360,U5345,S8,1
R1361,U1684,S18,5
R1362,U4719,S23,1
R1363,U4416,S3,2
R1364,U5958,S31,3
R1365,U3299,S25,1
R1366,U5085,S15,4
R1367,U2423,S7,2
R1368,U2999,S18,1
R1369,U4664,S16,3
R1370,U2214,S4,4
R1371,U5500,S29,3
R1372,U2207,S1,5
R1373,U4759,S5,5
R1374,U3729,S8,5
R1375,U4063,S21,3
R1376,U5382,S9,3
R1377,U2705,S4,3
R1378,U5748,S6,2
R1379,U3700,S36,1
R1380,U2389,S30,2
R1381,U3020,S36,3
R1382,U3877,S11,1
R1383,U4687,S34,2
R1384,U3936,S32,5
R1385,U1417,S5,5
R1386,U3902,S24,5
R1387,U1970,S31,5
R1388,U5592,S13,3
R1389,U5413,S13,1
R1390,U5849,S26,4
R1391,U4995,S23,3
R1392,U2656,S24,1
R1393,U2304,S28,4
R1394,U1744,S11,4
R1395,U1249,S7,1
R1396,U5442,S18,4
R1397,U3822,S14,3
R1398,U1397,S17,1
R1399,U2639,S33,5
R1400,U3253,S32,5
R1401,U3968,S16,5
R1402,U4190,S11,4
R1403,U1363,S13,5
R1404,U3748,S14,2
R1405,U5250,S12,1
R1406,U4858,S21,2
R1407,U3602,S23,5
R1408,U5203,S24,1
R1409,U2135,S7,1
R1410,U1978,S34,3
R1411,U2923,S34,1
R1412,U4664,S6,4
R1413,U2688,S36,4
R1414,U5245,S16,5
R1415,U4143,S2,3
R1416,U2072,S36,4
R1417,U3591,S10,4
R1418,U1566,S17,2
R1419,U2481,S24,1
R1420,U5383,S34,5
R1421,U2176,S23,4
R1422,U3420,S18,5
R1423,U4963,S15,3
R1424,U1026,S34,5
R1425,U1455,S13,2
R1426,U1591,S10,4
R1427,U4281,S10,1
R1428,U2383,S5,5
R1429,U2748,S3,3
R1430,U1949,S18,4
R1431,U1112,S31,2
R1432,U3123,S34,2
R1433,U5463,S27,1
R1434,U1340,S30,3
R1435,U3105,S20,2
R1436,U1016,S17,2
R1437,U4533,S7,5
R1438,U2846,S5,4
R1439,U3856,S8,4
R1440,U4796,S30,3
R1441,U1848,S8,2
R1442,U2000,S1,2
R1443,U5040,S1,3
R1444,U5551,S16,4
R1445,U5731,S6,4
R1446,U5087,S17,3
R1447,U5828,S16,3
R1448,U3599,S21,2
R1449,U5151,S15,2
R1450,U1745,S30,1
R1451,U1697,S21,2
R1452,U2832,S30,5
R1453,U2774,S24,5
R1454,U4724,S18,1
R1455,U3488,S29,3
R1456,U2968,S9,3
R1457,U5365,S20,2
R1458,U1005,S5,1
R1459,U1594,S33,1
R1460,U5678,S33,2
R1461,U2197,S23,3
R1462,U3756,S16,3
R1463,U1307,S10,3
R1464,U5064,S26,1
R1465,U2262,S36,2
R1466,U1062,S21,3
R1467,U3929,S11,2
R1468,U1817,S15,2
R1469,U1116,S29,5
R1470,U5485,S31,4
R1471,U4737,S5,2
R1472,U1526,S28,2
R1473,U4531,S12,5
R1474,U4448,S15,5
R1475,U4014,S12,4
R1476,U1611,S19,5
R1477,U2088,S1,5
R1478,U4455,S18,5
R1479,U1821,S6,3
R1480,U1982,S35,5
R1481,U4352,S13,3
R1482,U3296,S21,2
R1483,U4041,S26,5
R1484,U1618,S25,1
R1485,U1854,S3,4
R1486,U5696,S15,3
R1487,U1582,S28,3
R1488,U5802,S27,1
R1489,U3396,S22,1
R1490,U3288,S21,5
R1491,U5111,S23,3
R1492,U5350,S24,5
R1493,U2182,S7,2
R1494,U4549,S15,2
R1495,U2748,S30,2
R1496,U3177,S15,5
R1497,U4582,S8,4
R1498,U2549,S23,1
R1499,U2330,S20,3
R1500,U3092,S34,3
R1501,U4712,S4,2
R1502,U5918,S28,1
R1503,U1022,S8,3
R1504,U3389,S9,2
R1505,U1776,S6,1
R1506,U2095,S34,3
R1507,U2829,S9,1
R1508,U5242,S27,5
R1509,U5031,S36,1
R1510,U5218,S3,5
R1511,U2441,S33,2
R1512,U4278,S25,5
R1513,U2330,S9,4
R1514,U3749,S36,3
R1515,U2301,S4,3
R1516,U5180,S21,4
R1517,U3699,S5,3
R1518,U2107,S20,3
R1519,U5590,S10,1
R1520,U1667,S25,5
R1521,U1172,S22,4
R1522,U4087,S4,3
R1523,U1197,S15,4
R1524,U4477,S30,4
R1525,U2231,S16,5
R1526,U5095,S29,4
R1527,U1732,S22,5
R1528,U1340,S23,3
R1529,U4146,S3,3
R1530,U5634,S7,3
R1531,U5132,S16,2
R1532,U1097,S14,3
R1533,U2591,S9,3
R1534,U1627,S16,5
R1535,U4359,S1,1
R1536,U3966,S9,2
R1537,U5078,S27,4
R1538,U2573,S14,1
R1539,U2624,S28,1
R1540,U2562,S12,4
R1541,U4897,S31,3
R1542,U5793,S10,5
R1543,U5749,S18,1
R1544,U3720,S14,2
R1545,U5418,S6,5
R1546,U1226,S28,5
R1547,U1344,S35,5
R1548,U5040,S8,4
R1549,U3142,S15,1
R1550,U2638,S7,4
R1551,U2189,S35,2
R1552,U4773,S20,1
R1553,U4186,S22,4
R1554,U1969,S32,5
R1555,U2415,S9,3
R1556,U3891,S32,2
R1557,U1077,S2,4
R1558,U4362,S13,5
R1559,U2332,S26,3
R1560,U1096,S18,3
R1561,U3681,S9,2
R1562,U5915,S4,5
R1563,U3692,S19,2
R1564,U3130,S26,1
R1565,U1553,S29,2
R1566,U1058,S32,5
R1567,U4118,S34,1
R1568,U5766,S12,5
R1569,U3704,S12,4
R1570,U1590,S11,1
R1571,U4679,S8,2
R1572,U3696,S18,2
R1573,U2253,S29,1
R1574,U5582,S24,1
R1575,U1043,S25,1
R1576,U1519,S20,2
R1577,U5051,S33,5
R1578,U1733,S22,5
R1579,U1411,S14,1
R1580,U3174,S11,5
R1581,U3637,S25,4
R1582,U2409,S12,4
R1583,U4598,S34,3
R1584,U3246,S25,2
R1585,U1887,S10,1
R1586,U5494,S19,4
R1587,U2295,S3,5
R1588,U2077,S13,5
R1589,U4932,S11,1
R1590,U1497,S8,2
R1591,U4674,S24,3
R1592,U3654,S2,1
R1593,U4522,S1,4
R1594,U5527,S30,2
R1595,U5359,S1,3
R1596,U3387,S10,2
R1597,U3132,S31,3
R1598,U3992,S17,1
R1599,U2793,S26,4
R1600,U4536,S18,2
R1601,U3619,S30,2
R1602,U2616,S12,3
R1603,U1537,S21,4
R1604,U3821,S26,5
R1605,U1768,S20,5
R1606,U3309,S4,4
R1607,U4793,S20,2
R1608,U3803,S23,4
R1609,U4126,S35,4
R1610,U4111,S1,2
R1611,U3079,S32,3
R1612,U1311,S30,2
R1613,U2953,S19,5
R1614,U4711,S18,2
R1615,U3453,S26,1
R1616,U5808,S3,3
R1617,U5914,S3,3
R1618,U3845,S2,4
R1619,U1898,S8,1
R1620,U4803,S8,5
R1621,U3894,S29,4
R1622,U5535,S10,5
R1623,U3738,S11,4
R1624,U1767,S4,1
R1625,U3391,S23,1
R1626,U1927,S10,5
R1627,U3223,S7,1
R1628,U4316,S25,5
R1629,U2440,S36,1
R1630,U4589,S8,1
R1631,U2146,S35,5
R1632,U3783,S7,5
R1633,U4709,S15,5
R1634,U2916,S23,3
R1635,U5910,S31,1
R1636,U3445,S16,2
R1637,U1348,S31,1
R1638,U4356,S31,3
R1639,U1885,S26,3
R1640,U5239,S20,3
R1641,U2153,S12,1
R1642,U1575,S30,1
R1643,U2263,S36,1
R1644,U2709,S19,4
R1645,U5027,S2,1
R1646,U3832,S26,1
R1647,U3101,S36,2
R1648,U2048,S14,2
R1649,U1884,S20,4
R1650,U3101,S17,1
R1651,U1750,S5,1
R1652,U1291,S21,2
R1653,U2545,S30,5
R1654,U1402,S7,1
R1655,U1202,S4,4
R1656,U3090,S36,5
R1657,U1960,S33,1
R1658,U5400,S28,1
R1659,U4280,S5,1
R1660,U4845,S11,3
R1661,U1017,S7,5
R1662,U4792,S1,4
R1663,U2440,S34,1
R1664,U3241,S8,2
R1665,U4574,S26,5
R1666,U5025,S33,3
R1667,U4777,S13,4
R1668,U5436,S30,1
R1669,U5606,S15,2
R1670,U5289,S20,3
R1671,U5103,S8,2
R1672,U1576,S32,2
R1673,U5692,S13,2
R1674,U5223,S5,3
R1675,U5234,S19,5
R1676,U1489,S7,5
R1677,U2827,S15,2
R1678,U2266,S15,2
R1679,U2130,S34,4
R1680,U3818,S7,2
R1681,U3791,S8,5
R1682,U5635,S2,4
R1683,U5429,S5,1
R1684,U1042,S12,5
R1685,U4856,S6,4
R1686,U1429,S12,5
R1687,U2065,S23,4
R1688,U2134,S22,1
R1689,U5868,S29,1
R1690,U3335,S26,1
R1691,U5430,S11,2
R1692,U5213,S1,3
R1693,U3824,S23,4
R1694,U4182,S2,2
R1695,U2994,S20,5
R1696,U1213,S1,5
R1697,U5439,S24,4
R1698,U5440,S11,4
R1699,U2748,S16,1
R1700,U4812,S28,1
R1701,U1801,S22,3
R1702,U1507,S4,3
R1703,U4824,S2,1
R1704,U1765,S20,1
R1705,U5415,S2,3
R1706,U1359,S9,4
R1707,U1398,S18,3
R1708,U3580,S30,5
R1709,U2276,S15,3
R1710,U4778,S13,3
R1711,U3498,S35,3
R1712,U4875,S15,2
R1713,U4927,S12,2
R1714,U4335,S17,2
R1715,U2392,S10,5
R1716,U2307,S33,5
R1717,U1106,S30,2
R1718,U4056,S7,4
R1719,U2108,S26,4
R1720,U3230,S16,5
R1721,U1591,S4,4
R1722,U3881,S10,1
R1723,U5719,S32,4
R1724,U5679,S9,5
R1725,U1838,S11,2
R1726,U3482,S3,2
R1727,U4922,S31,3
R1728,U2817,S20,5
R1729,U4960,S14,1
R1730,U4325,S35,1
R1731,U1534,S16,5
R1732,U1814,S35,2
R1733,U2602,S33,2
R1734,U2135,S21,3
R1735,U2270,S6,1
R1736,U2280,S23,1
R1737,U5978,S11,3
R1738,U1974,S2,4
R1739,U3847,S19,4
R1740,U5849,S20,1
R1741,U1827,S1,4
R1742,U2433,S28,2
R1743,U2478,S12,1
R1744,U2437,S11,2
R1745,U2300,S15,5
R1746,U2917,S21,4
R1747,U1425,S1,1
R1748,U5531,S2,5
R1749,U5799,S36,1
R1750,U1453,S19,5
R1751,U1907,S27,5
R1752,U5638,S32,1
R1753,U4267,S36,3
R1754,U5632,S3,4
R1755,U1479,S36,4
R1756,U3479,S21,5
R1757,U1486,S3,1
R1758,U2851,S9,1
R1759,U2204,S19,1
R1760,U2162,S12,2
R1761,U4250,S10,2
R1762,U5740,S18,5
R1763,U3944,S2,2
R1764,U4252,S24,2
R1765,U3463,S3,1
R1766,U2065,S27,1
R1767,U2314,S14,2
R1768,U4456,S19,2
R1769,U2251,S28,1
R1770,U1165,S26,4
R1771,U5022,S7,1
R1772,U5047,S3,1
R1773,U5447,S25,1
R1774,U4495,S23,2
R1775,U5216,S28,4
R1776,U3382,S16,1
R1777,U2586,S8,1
R1778,U2973,S19,3
R1779,U1707,S35,3
R1780,U2630,S30,3
R1781,U1965,S23,3
R1782,U4146,S10,2
R1783,U1891,S18,5
R1784,U5630,S35,1
R1785,U2891,S13,1
R1786,U1316,S2,3
R1787,U2913,S19,3
R1788,U4335,S12,5
R1789,U1551,S25,3
R1790,U1594,S20,3
R1791,U1636,S33,5
R1792,U5422,S33,3
R1793,U1584,S33,2
R1794,U1433,S36,5
R1795,U4375,S15,3
R1796,U4981,S33,3
R1797,U1719,S7,5
R1798,U4045,S5,3
R1799,U4951,S26,1
R1800,U4717,S23,5
R1801,U2622,S15,3
R1802,U1535,S9,3
R1803,U3584,S31,3
R1804,U3027,S32,5
R1805,U4491,S22,5
R1806,U1293,S25,1
R1807,U2300,S36,3
R1808,U5777,S8,1
R1809,U4401,S33,3
R1810,U1715,S8,3
R1811,U3181,S28,4
R1812,U1552,S36,4
R1813,U4866,S29,5
R1814,U5844,S9,5
R1815,U2085,S7,4
R1816,U4586,S19,5
R1817,U2187,S18,4
R1818,U1020,S34,4
R1819,U3083,S31,2
R1820,U4837,S9,1
R1821,U2605,S14,5
R1822,U3998,S21,3
R1823,U5640,S25,5
R1824,U4102,S26,1
R1825,U1458,S30,4
R1826,U4685,S35,2
R1827,U2037,S26,2
R1828,U5427,S14,5
R1829,U3765,S14,1
R1830,U3413,S29,5
R1831,U4263,S33,2
R1832,U1665,S14,3
R1833,U3279,S26,5
R1834,U3431,S5,1
R1835,U3743,S31,1
R1836,U3950,S1,4
R1837,U4889,S33,4
R1838,U2822,S15,2
R1839,U4259,S27,2
R1840,U1735,S12,4
R1841,U5614,S18,4
R1842,U3643,S5,4
R1843,U1622,S4,2
R1844,U4712,S14,4
R1845,U3655,S11,3
R1846,U1888,S4,4
R1847,U3916,S24,1
R1848,U2983,S6,3
R1849,U1307,S10,1
R1850,U3828,S14,1
R1851,U5936,S36,1
R1852,U1467,S23,2
R1853,U2492,S33,4
R1854,U1007,S17,3
R1855,U5354,S26,1
R1856,U2725,S13,1
R1857,U1040,S23,4
R1858,U5937,S6,3
R1859,U4431,S14,1
R1860,U5243,S2,2
R1861,U2534,S19,1
R1862,U4850,S13,1
R1863,U2171,S28,4
R1864,U4660,S15,4
R1865,U5780,S17,5
R1866,U4881,S21,3
R1867,U1764,S10,4
R1868,U5511,S19,1
R1869,U2624,S26,3
R1870,U2780,S32,5
R1871,U2604,S32,4
R1872,U2155,S9,5
R1873,U1466,S18,1
R1874,U1738,S13,3
R1875,U2811,S18,2
R1876,U2296,S35,1
R1877,U1789,S2,2
R1878,U3595,S25,1
R1879,U1991,S28,4
R1880,U3920,S10,2
R1881,U5489,S27,3
R1882,U1888,S29,1
R1883,U4881,S14,4
R1884,U5443,S19,1
R1885,U3820,S10,3
R1886,U5676,S23,2
R1887,U5418,S6,3
R1888,U5770,S34,3
R1889,U1559,S36,3
R1890,U5490,S33,3
R1891,U1315,S6,4
R1892,U5607,S31,4
R1893,U4193,S9,1
R1894,U4414,S17,5
R1895,U3116,S27,1
R1896,U1120,S16,3
R1897,U2068,S36,3
R1898,U5006,S16,3
R1899,U3097,S35,2
R1900,U5788,S33,4
R1901,U1391,S23,5
R1902,U1930,S31,2
R1903,U3413,S10,4
R1904,U1623,S24,5
R1905,U2130,S29,2
R1906,U3318,S13,5
R1907,U3753,S17,2
R1908,U5541,S23,3
R1909,U4706,S5,3
R1910,U2321,S35,4
R1911,U2034,S18,4
R1912,U2435,S28,2
R1913,U3633,S10,4
R1914,U5608,S3,5
R1915,U5857,S8,4
R1916,U1125,S14,3
R1917,U4643,S36,1
R1918,U3374,S35,2
R1919,U1039,S18,3
R1920,U2591,S6,5
R1921,U2558,S32,1
R1922,U1524,S20,2
R1923,U4250,S3,1
R1924,U2470,S16,3
R1925,U4934,S29,1
R1926,U4272,S18,4
R1927,U4372,S9,2
R1928,U2455,S36,5
R1929,U3245,S32,3
R1930,U5388,S25,2
R1931,U4538,S3,2
R1932,U5635,S30,4
R1933,U5036,S14,2
R1934,U2166,S27,1
R1935,U1105,S6,4
R1936,U3876,S34,3
R1937,U3833,S20,4
R1938,U5275,S28,5
R1939,U1221,S22,5
R1940,U4073,S9,4
R1941,U5466,S4,3
R1942,U4656,S13,1
R1943,U4488,S34,1
R1944,U1058,S2,5
R1945,U4802,S28,2
R1946,U1553,S29,1
R1947,U5613,S20,3
R1948,U4131,S8,3
R1949,U3541,S2,4
R1950,U3218,S4,4
R1951,U5187,S12,5
R1952,U2107,S19,4
R1953,U2972,S24,2
R1954,U4166,S22,3
R1955,U5580,S28,1
R1956,U2981,S33,5
R1957,U5814,S31,3
R1958,U1288,S34,2
R1959,U2017,S31,1
R1960,U2905,S17,3
R1961,U3349,S36,2
R1962,U5747,S26,3
R1963,U3416,S4,4
R1964,U3308,S29,2
R1965,U4443,S14,1
R1966,U4081,S26,4
R1967,U1653,S36,5
R1968,U5603,S33,3
R1969,U1293,S28,3
R1970,U3194,S27,3
R1971,U2607,S19,2
R1972,U1650,S33,5
R1973,U1972,S11,1
R1974,U1120,S33,5
R1975,U3034,S26,1
R1976,U4752,S10,1
R1977,U5551,S20,4
R1978,U2079,S28,2
R1979,U5370,S23,1
R1980,U2072,S4,5
R1981,U2756,S30,5
R1982,U2425,S27,5
R1983,U5844,S21,5
R1984,U4027,S30,2
R1985,U3699,S32,1
R1986,U2300,S28,2
R1987,U2872,S25,4
R1988,U1014,S22,2
R1989,U2164,S20,3
R1990,U4958,S23,4
R1991,U5383,S17,1
R1992,U2365,S15,2
R1993,U2602,S35,5
R1994,U1005,S21,5
R1995,U5533,S8,1
R1996,U3887,S15,2
R1997,U4751,S4,1
R1998,U2578,S11,4
R1999,U5934,S9,2
R2000,U4078,S2,5
R2001,U5952,S36,1
R2002,U1658,S26,2
R2003,U5969,S25,2
R2004,U1914,S27,3
R2005,U5551,S17,4
R2006,U4055,S33,1
R2007,U4727,S25,3
R2008,U2782,S13,4
R2009,U1111,S6,3
R2010,U3382,S22,5
R2011,U1115,S3,5
R2012,U5444,S11,1
R2013,U4296,S9,1
R2014,U1065,S7,4
R2015,U4463,S14,3
R2016,U1570,S35,4
R2017,U5992,S11,4
R2018,U1525,S4,1
R2019,U3871,S27,1
R2020,U5564,S13,2
R2021,U5687,S3,4
R2022,U1753,S16,4
R2023,U3414,S30,4
R2024,U2937,S28,3
R2025,U5155,S24,3
R2026,U5977,S9,1
R2027,U5006,S7,3
R2028,U4093,S21,1
R2029,U2554,S10,5
R2030,U5852,S26,1
R2031,U5636,S23,5
R2032,U3487,S32,4
R2033,U5505,S25,4
R2034,U4780,S10,3
R2035,U5199,S21,5
R2036,U1250,S14,2
R2037,U4096,S34,3
R2038,U4106,S6,3
R2039,U2975,S16,1
R2040,U5142,S18,2
R2041,U3426,S15,5
R2042,U3947,S24,4
R2043,U3698,S24,4
R2044,U2460,S32,5
R2045,U5826,S15,2
R2046,U5061,S10,3
R2047,U5207,S25,3
R2048,U2364,S34,5
R2049,U4493,S1,1
R2050,U5554,S25,4
R2051,U2370,S5,4
R2052,U3345,S13,5
R2053,U2951,S23,4
R2054,U2041,S1,3
R2055,U3092,S8,3
R2056,U5162,S12,5
R2057,U3645,S3,1
R2058,U3166,S32,1
R2059,U5347,S31,1
R2060,U1499,S26,3
R2061,U5413,S19,2
R2062,U1559,S17,1
R2063,U2507,S27,1
R2064,U1741,S5,3
R2065,U5344,S4,5
R2066,U1779,S28,1
R2067,U1377,S27,4
R2068,U1692,S2,4
R2069,U5594,S15,4
R2070,U5015,S36,2
R2071,U5685,S22,5
R2072,U4987,S21,5
R2073,U2470,S36,3
R2074,U4657,S31,3
R2075,U5705,S10,2
R2076,U3830,S21,1
R2077,U3036,S18,2
R2078,U3704,S14,3
R2079,U5259,S21,5
R2080,U5978,S4,3
R2081,U5772,S26,3
R2082,U1781,S25,5
R2083,U1309,S16,5
R2084,U2145,S27,2
R2085,U4117,S12,5
R2086,U1395,S9,5
R2087,U1674,S5,4
R2088,U5288,S20,5
R2089,U1175,S30,1
R2090,U4634,S12,2
R2091,U1734,S26,3
R2092,U3379,S2,1
R2093,U2387,S14,1
R2094,U3390,S5,4
R2095,U4001,S13,2
R2096,U2168,S13,4
R2097,U5449,S34,3
R2098,U4859,S8,1
R2099,U5573,S24,1
R2100,U3628,S24,3
R2101,U5785,S4,4
R2102,U4840,S15,2
R2103,U1015,S2,3
R2104,U1599,S27,3
R2105,U2457,S34,3
R2106,U5780,S12,2
R2107,U4351,S26,5
R2108,U4767,S16,2
R2109,U3318,S5,4
R2110,U4632,S11,5
R2111,U1672,S20,5
R2112,U4442,S8,3
R2113,U3809,S6,2
R2114,U2172,S15,1
R2115,U5149,S28,3
R2116,U2147,S18,1
R2117,U2869,S7,2
R2118,U1704,S8,3
R2119,U1988,S5,3
R2120,U1774,S19,4
R2121,U3773,S33,3
R2122,U4863,S5,2
R2123,U2300,S14,5
R2124,U4289,S19,5
R2125,U1126,S13,5
R2126,U2772,S12,1
R2127,U1837,S24,3
R2128,U3498,S3,5
R2129,U5955,S29,4
R2130,U3195,S27,4
R2131,U2386,S36,3
R2132,U2914,S34,1
R2133,U3437,S8,3
R2134,U3859,S36,5
R2135,U5081,S6,3
R2136,U1789,S22,2
R2137,U5293,S33,5
R2138,U3981,S20,4
R2139,U5435,S27,5
R2140,U2210,S3,3
R2141,U3307,S13,5
R2142,U3038,S30,3
R2143,U2413,S30,4
R2144,U1957,S7,4
R2145,U2283,S16,4
R2146,U3020,S3,3
R2147,U3760,S15,3
R2148,U3191,S16,3
R2149,U4650,S15,4
R2150,U4016,S34,2
R2151,U4180,S9,1
R2152,U4326,S10,4
R2153,U2753,S10,1
R2154,U3819,S27,4
R2155,U2522,S11,3
R2156,U3089,S30,5
R2157,U4043,S36,2
R2158,U1873,S19,5
R2159,U2763,S16,4
R2160,U1105,S9,3
R2161,U2554,S36,5
R2162,U4869,S15,1
R2163,U4941,S3,3
R2164,U2708,S13,3
R2165,U2405,S35,5
R2166,U4454,S36,2
R2167,U2289,S11,3
R2168,U3409,S27,4
R2169,U3536,S10,4
R2170,U2686,S1,1
R2171,U1777,S20,1
R2172,U2137,S2,2
R2173,U5816,S3,4
R2174,U2496,S14,4
R2175,U4960,S18,1
R2176,U3150,S24,1
R2177,U2262,S22,4
R2178,U3812,S31,4
R2179,U2736,S4,5
R2180,U3538,S13,4
R2181,U2685,S22,3
R2182,U3295,S19,4
R2183,U5125,S2,3
R2184,U1751,S9,1
R2185,U2502,S25,1
R2186,U1347,S33,2
R2187,U2400,S32,3
R2188,U4436,S11,2
R2189,U3685,S5,5
R2190,U1716,S23,1
R2191,U5829,S30,5
R2192,U5557,S26,1
R2193,U2296,S3,1
R2194,U4205,S13,2
R2195,U1945,S26,2
R2196,U5898,S15,1
R2197,U2062,S23,3
R2198,U1989,S22,4
R2199,U1739,S2,5
R2200,U2333,S10,1
R2201,U3472,S6,2
R2202,U4813,S18,3
R2203,U5114,S34,5
R2204,U4508,S19,5
R2205,U5308,S3,3
R2206,U2356,S28,2
R2207,U4194,S35,1
R2208,U2284,S25,4
R2209,U5122,S22,4
R2210,U4576,S20,2
R2211,U5181,S28,4
R2212,U2751,S23,3
R2213,U2842,S24,5
R2214,U5871,S6,2
R2215,U3229,S15,3
R2216,U5151,S31,2
R2217,U5565,S9,3
R2218,U4332,S22,4
R2219,U2829,S7,2
R2220,U1396,S8,2
R2221,U1578,S6,1
R2222,U5786,S9,4
R2223,U2029,S19,1
R2224,U5309,S19,3
R2225,U3172,S16,4
R2226,U5422,S23,2
